"material";"cost";"date_import";"created_at";"updated_at"
"P490BOL090C";"35.35";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL090FUM";"30.89";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL090SPED";"36.54";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL100";"44.62";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL100C";"38.28";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL100FO";"36.07";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL100FUM";"37.51";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL100SPED";"51.69";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL120";"64.52";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL120C";"64.46";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL120FO";"58.46";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL120FUM";"64.42";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL120SCAN";"62.74";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL120SPED";"73.43";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL125";"35.91";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL130";"38.74";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL140";"88.35";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL140C";"92.61";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL140FO";"83.17";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL140FOFUM";"119.83";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL140FUM";"98.22";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL140SCAN";"95.12";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL140SPED";"87.52";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL160";"133.92";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL160C";"140.77";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL160FO";"130.49";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL160FOFUM";"135.71";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL160FUM";"137.36";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL165";"181.91";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL170";"181.91";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL170FUM";"196.47";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL180";"186.52";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL180C";"196";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL180FOFUM";"197.6";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL180FUM";"196.94";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL195";"250.28";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL195FUM";"270.29";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL200";"230.26";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL200C";"252.49";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL200FUM";"234.4";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL200S";"309";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL200SPED";"234.72";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL220";"340.73";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOL220FUM";"373.8";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOLR100";"164";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P490BOLR120";"161.5";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P500BOP200";"1.43";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P500BOP250";"2.09";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P500BOP355";"4.2";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P500BOP400";"4.28";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P500BOP401";"4.6";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P500BOP401SPED";"4.4";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P500BOP450";"7.7";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P500BOP500";"11.35";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P520IMF2506";"6.04";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P520IMF564";"70";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P520IMF903";"11.64";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P520IMWS332";"2.96";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF1200";"0.01";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF1250";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF1600";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF630";"0.01";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF630M";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF800";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF900";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF908";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF910";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF910R";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF915";"0.01";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF928";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF950";"0.01";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P521IMF952";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P522IMF906";"258";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P523IMF250P";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P523IMF560F";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P523IMF560P";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P523IMF630F";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P523IMF800F";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P523IMF900F";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P523IMF901L";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P525IMF900";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P525IMF901";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P527IMF250";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P527IMF630";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P527MF350";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P530IMF250";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P530IMF900";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P530IMF904";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF1250";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF250";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF400";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF630";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF630T";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF800T";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF900";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF903";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF904";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF905";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF910";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF915";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P532IMF920";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P533IMF100";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P533IMF250";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P533IMF400";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P533IMF630";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P533IMF630B";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P533IMF900";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P533IMF920";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P533IMF950";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P550EN2214500D";"0.01";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P550F745009D";"0.01";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"P99AA";"70";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PANATL20LM";"15.26";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PBT";"2.77";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PBTBA6550LNX";"4.8";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PBTH";"2.91";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PBTJ";"2.96";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20004F01C001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20004F01C002";"274.61";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20012F01C001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20012F01C002";"316.58";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20024F02C001";"340.77";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20024F06C001";"312.16";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20048F04C001";"377.26";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20048F04C002";"369.48";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20048F04C003";"424.86";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20072F06C001";"502.2";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20072F06C002";"532.59";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20096F08C001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20144F06C001";"906.78";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20144F06C002";"846.91";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1A20288F12C001";"1705.49";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1C20048F04C001";"388.41";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1C20096F04C001";"622.65";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1C20096F04C002";"636.98";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1C20144F06C001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1C20144F06C002";"872.09";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1C20192F08C001";"1240.06";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1C20288F08C001";"1700.68";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1C20396F11C001";"2474.63";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBA1O10024F02C001";"243.64";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBEOB2002F02C001";"442.57";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBEOC20024F02C001";"308.47";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBEOC20048F04C001";"404.14";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBEOC20048F04C002";"479.82";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBEOC20096F04C001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEBEOC20144F06C001";"839.94";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT002";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT008";"203.2";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT014";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT021";"89";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT024";"207.65";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT027";"106.79";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT032";"100.96";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT037";"54.57";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT045";"62.53";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT050";"63";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT052";"73.77";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT060";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT066";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT085";"127.59";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT088";"27.66";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT089";"40.27";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT090";"64.62";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT095";"90.9";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT096";"23.42";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT099";"95.12";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT099 ";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT101";"202.4";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT102";"168.8";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT103";"154.7";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEFRPUPCOAT111";"129.38";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEMIXA20060F05C001";"692.73";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEMM1A20002F01C001";"122.45";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEMM1B10004T04C001";"849.58";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEMM2A20002F01C001";"106.72";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEMM2B10004T04C001";"839.5";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEMM2B10008T04C001";"1612.22";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEMM4A20004T04C001";"629.25";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PENZ1A20048F04C001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PENZ1C20048F04C001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PENZ2A10144F12C001";"2281.63";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PENZ2A20048F04C001";"806.34";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEOM2D1002F01C001";"200.44";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PEOM3A20012T12C001";"1514.12";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM1A20004F01C001";"247.9";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM1A20016F04C001";"280.03";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM1A20024F02C001";"323.14";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM1A20024F06C001";"357.77";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM1A20048F04C001";"422.75";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM1A20048F04C002";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A10048F04C002";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A10048F04C003";"416.27";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20002F01C001";"73.68";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20004F01C001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20006F01C001";"262.04";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20012F01C001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20012F01C002";"305.67";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20012F01C003";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20016F04C001";"301.24";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20016F04C002";"420.84";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20024F01C001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20024F01C002";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20024F02C001";"294.43";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20032F08C002";"332.1";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20032F08C003";"481.94";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20048F04C004";"403.78";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20048F04C005";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20048F06C001";"400.17";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20048F06C002";"453.99";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20048F06C003";"543.77";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20060F05C001";"449.78";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20060F05C002";"419.17";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20064F08C001";"458.41";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20064F08C002";"480.57";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20064F08C003";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20072F03C001";"515.17";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20072F06C003";"508.14";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20100F05C001";"741.8";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20100F05C002";"631.82";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2A20144F06C001";"853.68";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2B10008F01C001";"595.98";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2B20006F01A001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2B20012F02A001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2B20048F04A001";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2B20048F04A002";"0";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2C20096F04C001";"633.49";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2C20120F05C001";"726.12";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2D10012F01C001";"440.1";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2D10024F01C001";"200.85";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2D20006F01B001";"296.87";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PESM2D20012F01B001";"143.5";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"POLYBND-128MMCOPWB";"5.95";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"POLYBNDN-128MMCOP";"5.95";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"POLYBNDN-1670WB";"8.75";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"POLYBNDN1100WB";"6.75";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"POLYCARBONATE";"3.07";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"POLYPROPYLENECMPD";"2.36";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PPEHP500DOFC";"1.41";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"PPEHP556E";"2.61";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R090RAV";"8.46";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R090RAVB";"8.28";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R090RAVS";"8.46";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR010D";"0.01";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR013";"6.73";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR015";"8.82";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR016";"6.79";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR020";"9.01";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR023";"6.43";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR025";"6.12";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR030";"8.2";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR041";"7.73";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR050";"8.33";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR060";"6.38";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR061";"6.12";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR062";"6.1";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR067";"6.24";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR072";"5.89";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR077";"7.86";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR090";"7.69";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR092";"6.24";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR100";"6.19";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR103";"6.24";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR107";"5.77";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR110";"7.1";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
"R100RAR114";"6.17";"2021-08-25";"2021-08-26 09:32:33";"2021-08-26 09:32:33"
