"material";"cost";"date_import";"created_at";"updated_at"
"FCTLM1C0001TFAL001";"95.44";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM1C0001TFAL002";"70";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM2C0001TFAL001";"41.93";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM2C0001TFAL002";"38.11";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM2C0001TFAL003";"42.88";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM2C0001TFAL004";"39";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM2C0001TFAL005";"41.4";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM2C0001TFAL006";"40.83";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM2C0001TFAL007";"50.24";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM2C0001TFAL008";"63.45";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM2C0001TFAL009";"43.03";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCTLM2C0001TFAL010";"40.4";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0002EGAL001";"112.26";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0002UFEL001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0002UFEL002";"167.46";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0002UFEL01S";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0002UGA1002";"112.24";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0002UGA3001";"121.34";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0004AGAL001";"102.79";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0004DGAL001";"90";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0004UGAL001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0004UGAL002";"89.81";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0004UGAL003";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0004UGAL004";"203.74";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0004UGAL005";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0004UGN1001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0012AGAL001";"142.05";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0012AGAL002";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0012AGAL003";"209.81";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0012UGA1001";"120.49";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0012UGAL002";"122.84";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0012UGAL003";"235.86";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0024FGAL002";"299.71";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0024FGAL003";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0024UGA1001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0024UGAL001";"195.82";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0024UGAL002";"366.07";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0024UGAL003";"389.89";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0024UGAL004";"293.61";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0024UGAL005";"219.93";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0024UGAL006";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1C0024UGN1002";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA1D0012UGA1001";"266.44";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA3A0001BCAL001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA3A0001BCAL01S";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA3A0012UGA1003";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA3A0012UGA1006";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA3A0012UGA101S";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA3B0004BGB2001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA3B0004BGB201S";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTA3C0024UGN1001";"230.27";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM1C0002EGAL001";"164";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM1C0002EGAL002";"198.19";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM1C0004DGAL002";"360.65";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0002EGAL001";"151.1";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0002EGAL002";"159.47";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0004DGB1001";"306.03";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0006CGAL001";"238.74";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0006CGB6001";"385.81";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0012AGAL001";"391.32";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0012AGAL002";"426.33";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0012AGB1001";"1170.73";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0012UGA1001";"359.12";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0012UGAL001";"397.09";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2C0024UGAL001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM2D0002UGA1001";"259.16";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM3C0002UGA1001";"681.97";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM3C0004UGAL001";"302.26";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM3C0012AGAL001";"822.11";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM3C0012UGA2001";"861.4";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM3C0012UGAL001";"602.64";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM3C0012UGB6001";"1517.43";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM3C0024UGAL001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM4C0006CGAL001";"670.06";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM4C0012AGAL001";"1118.63";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTM4C0012UGAL001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTN2C0012UGA1001";"1201.56";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0002EGAL001";"153.65";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0002EGAL002";"153.65";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0002UGAL001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004AGAL001";"103.4";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004AGAL002";"115.28";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004DGA1001";"228.17";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004DGAL001";"161.38";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004DGAL002";"163.89";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004DGAL003";"147.1";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004DGAL004";"192.11";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004UGA1001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004UGA1002";"163.81";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004UGA1003";"167.02";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004UGAL001";"210";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004UGAL002";"205.97";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004UGAL003";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004UGAL004";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004UGAL005";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0004UGAL006";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0006CGAL001";"172.38";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0006CGAL002";"280.37";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0006CGAL003";"1077.39";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0006CGAL004";"1077.39";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0006CGB1001";"333.58";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0006UGB2001";"687.89";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0008BGA1003";"288.63";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0008BGAL001";"495.22";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0008BGAL002";"201.33";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0008BGAL004";"353.65";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0008UGAL001";"605.64";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0008UGAL002";"226.12";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0008UGAL003";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGA1001";"285.13";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGA1002";"223.28";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGA1003";"430.46";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGA1004";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGA1005";"376.6";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGA5001";"948.52";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGAL001";"245.21";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGAL002";"357.95";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGAL003";"185.8";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGAL004";"209.81";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGAL005";"250.65";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGB1001";"555.24";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGB6001";"524.53";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012AGNA001";"189.77";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012CGAL001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012CGAL002";"198.75";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UFA1001";"239.75";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGA1001";"861.4";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGA1002";"286.08";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGA1003";"202.98";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGA1004";"205.24";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGA1005";"211.7";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGAL001";"627.4";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGAL002";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGAL003";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGAL004";"240.95";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGAL005";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGAL006";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGAL007";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGAL008";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0012UGB6001";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0016TGA5001";"694.44";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0024FGA1001";"411.51";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0024FGA1002";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0024FGA5001";"702.46";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0024FGAL001";"354.82";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0024FGB1001";"458.69";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0024FGB6001";"604.48";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0024UGAL001";"318.05";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0024UGAL002";"298.87";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0024UGAL003";"310.43";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1C0024UGAL004";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1D0012UGA1001";"440.1";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1D0012UGA1002";"255.05";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1D0012UGA1003";"36";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1D0012UGA1004";"240.57";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1D0024UGA2001";"329.96";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FCUTS1D0024UGA2002";"325.31";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FFCM5S1C0012AGA100";"161.67";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER1.5MMBLACK";"6.07";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER1.6MMBLACK";"8.03";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER1.8MMBK";"11.45";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER1.8MMBLACK";"5.99";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER1.8MMNATURAL";"8.35";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2.2MMBLACK";"17.49";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2.2MMNATURAL";"11.34";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2.4MMBLACK";"8.74";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2.4MMNATURAL";"12.96";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2.4MMPBBK";"12.09";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2.5MMNATURAL";"13.71";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2.6MMNATURAL";"14.04";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2.7MMBLACK";"21.09";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2.7MMNATURAL";"19.85";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2.8MMNATURAL";"27.75";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLER2MMBLACK";"8.43";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ1.4MMNAT";"23.46";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ1.55MMNAT";"0.01";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ1.5MMNAT";"0.01";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ1.5MMNT";"9.3";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ1.85MMNAT";"0.01";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ1.85MMNT";"11.98";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ2.0MMBLAC";"58.18";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ2.0MMNAT";"45.88";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ2.2MMNAT";"14.92";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ2.4MMNT";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ2.5MMBK";"23.5";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERLZ2.6MMNAT";"27.39";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPE0.65MMBLAC";"18.92";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPE1.0MMNT";"20.35";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPE1.55MMBLAC";"14.19";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPE1.8MMNT";"6.68";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPE2.2MMNT";"8.88";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPE3.0MMBLAC";"20";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPE3.1MMBLAC";"22";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPE4.5MMBLAC";"60";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPP1.55MMNAT";"12.47";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPP1.5MMBK";"12.53";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPP1.5MMBKWB";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPP1.8MMNT";"7.27";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPP2.2MMNT";"9.46";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPP2.5MMNT";"12.95";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPP2.7MMNT";"14.12";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLERPP2MMBLACK";"8.47";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLINGJEL400NPP";"14.73";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLINGJELLY280OFC";"2.04";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLINGJELLYFRS";"3.97";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLINGJELLYOF400N";"1.99";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLINGJELLYOFC";"1.82";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLINGJELLYOFCS";"0.01";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLINGJELT280SOFC";"2.81";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FILLINGJELYOFCT280";"2.81";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FJCCF7470";"62.54";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FJCCF7471";"59.64";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FJCCF7472";"74.47";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FJCCF7473";"72.18";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FJCCF7474";"54.84";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FJCCF7475";"69.87";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FJCCF7476";"200.74";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FLATFRP3.4MMX0.75";"33.57";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD0.4MM";"12.8";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD0.6MM";"11.2";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD0.8MMMB";"14.32";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD0.9MM";"14.3";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD0.9MMWB";"21.3";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.0MM";"14.48";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.1MM 101";"14.9";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.2MM";"17.2";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.2MM 106";"20.2";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.2MM 107";"21.79";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.2MMDB";"22.4";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.2MMJI";"23.66";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.2MMMB";"12.32";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.2MMWB";"10.8";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.3MMHC";"12.14";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.3MMMB";"12.41";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.48MM 106";"22.4";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.4MM";"19.98";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.4MM 101";"19.1";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.4MMJI";"23.86";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.4MMMB";"16.45";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.5MM";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.5MMWB";"31.5";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.6MM";"21.36";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.6MM 106";"24.9";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
"FRPROD1.6MMMB";"0";"2021-08-26";"2021-08-26 14:11:55";"2021-08-26 14:11:55"
